비업시스 구매  입고 현황,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,구매,원자재,2024-10-21 00:00:00,일성,제BEUP KNK24-1021-1호,지아이씨,GIC CSP24-0913-1호,홍콩MTR 333량,홍콩MTR PCB 5종 조립,MSR HUB PBA 제작 외,결제완료,1,,15006000,원,2025-03-10 00:00:00,발주 후 20주내,O,2024-12-07 00:00:00,15006000,1,납품 후 100% 현금지급,,2024-12-18 00:00:00,2024-12-20 00:00:00,0.1,15006000,1500600,16506600,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\일성\GIC CSP24-0913-1호 NVRCTMMSR 3종생산
60,구매,원자재,2024-10-24 00:00:00,캐드존,제BEUP KNK24-1024-1호,지아이씨,GIC CSP24-0524-1호,홍콩MTR 333량,PCB아트웍/조립비,PCB아트웍/조립비,결제완료,1,,4090000,원,2024-11-21 00:00:00,발주 후 4주내,O,2024-11-01 00:00:00,4090000,1,납품 후 100% 지불,,2024-11-05 00:00:00,2024-11-08 00:00:00,0.1,4090000,409000,4499000,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\캐드존\240524_GIC CSP24-0524-1호_MOP외2종생산
61,구매,원자재,2024-10-29 00:00:00,태신전자,제BEUP KNK24-1029-1호,지아이씨,GIC CSP24-0913-1호,홍콩MTR 333량,SSD PCB제작,SSD PCB제작,결제완료,110,,1463000,원,2024-11-26 00:00:00,발주 후 4주내,O,2024-11-12 00:00:00,1463000,1,납품 후 100% 지불,,2024-11-12 00:00:00,2024-12-20 00:00:00,0.1,1463000,146300,1609300,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\(주)태신전자\GIC CSP24-0913-1호 NVRCTMMSR 3종생산\2_SSD
62,구매,원자재,2024-10-30 00:00:00,아이리코,제BEUP JDS24-1023-1호,지아이씨,GIC CSP24-0524-2호,홍콩MTR 333량,"LAN 케이블 제작 (M12, 200EA)","LAN 케이블 제작 (M12, 200EA)",결제완료,200,,800000,원,2024-11-27 00:00:00,발주 후 4주내,O,2024-10-31 00:00:00,800000,1,제작완료시 지급,,2024-10-31 00:00:00,2024-11-08 00:00:00,0.1,800000,80000,880000,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\아이리코(I RICCO)\241016_GIC CSP24-0524-2호_PSR-Hub외9종생산\241023_BEUP JDS24-1023-1호_M12컨넥터 배선작업
63,구매,임가공,2024-11-01 00:00:00,메카전자,제BEUP KNK24-1101-1호,지아이씨,GIC CSP24-0913-1호,홍콩MTR 333량,ZEUS PCB 보드 조립,ZEUS PCB 보드 조립,결제완료,1,,6675000,원,2024-11-16 00:00:00,발주 후 15일,O,2024-11-04 00:00:00,6675000,1,물품납기시,,2024-11-06 00:00:00,2024-11-08 00:00:00,0.1,6675000,667500,7342500,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\㈜메카전자\GIC CSP24-0913-1호 NVRCTMMSR 3종생산
64,구매,원자재,2024-11-01 00:00:00,파츠맨,제BEUP KNK24-1101-2호,지아이씨,GIC CSP24-0923-1호,홍콩MTR 333량,2024년 10월 부자재류,스크류 외,결제완료,1,,761100,원,2024-11-11 00:00:00,발주 후 10일,O,2024-10-31 00:00:00,761100,1,물품납기시,,2024-10-30 00:00:00,2024-11-04 00:00:00,0.1,761100,76110,837210,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\파츠맨\GIC CSP24-0923-1호 추가PCB공급건\10월자재진행
65,구매,원자재,2024-11-06 00:00:00,세일엔지니어링,제BEUP JDS24-1106-1호,지아이씨,GIC CSP24-0524-1호,홍콩MTR 333량,PAB 기구물,PAB 기구물,결제완료,55,,330000,원,2024-11-20 00:00:00,발주 후 2주내,O,2024-11-13 00:00:00,330000,1,제작완료시 지급,,2024-11-13 00:00:00,2024-11-29 00:00:00,0.1,330000,33000,363000,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\㈜세일엔지니어링\241104_GIC CSP24-0524-1호_MOP외2종\제BEUP JDS24-1106-1호
66,구매,원자재,2024-11-02 00:00:00,파츠맨,제BEUP KNK24-1102-1호,지아이씨,GIC CSP24-0923-1호,홍콩MTR 333량,VoIP Module PCB 조립 50EA 사급자재,NC7S08M5X 외,결제완료,1,,1873650,원,,,O,2024-11-05 00:00:00,1873650,1,물품납기시,,2024-12-02 00:00:00,2024-12-16 00:00:00,0.1,1873650,187365,2061015,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\파츠맨\GIC CSP24-0923-1호 추가PCB공급건\VOIPMODULE추가생산
67,구매,원자재,2024-11-02 00:00:00,파츠맨,제BEUP KNK24-1102-2호,지아이씨,GIC CSP24-0923-1호,홍콩MTR 333량,HK-MOP PCB 조립 50EA 사급자재,LM2596S-5 외,결제완료,1,,4065500,원,,,O,2024-11-05 00:00:00,4065500,1,물품납기시,,2024-12-02 00:00:00,2024-12-16 00:00:00,0.1,4065500,406550,4472050,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\파츠맨\GIC CSP24-0923-1호 추가PCB공급건\MOP추가생산
68,구매,원자재,2024-11-05 00:00:00,파츠맨,제BEUP KNK24-1105-1호,지아이씨,GIC CSP24-0913-1호,홍콩MTR 333량,HK-MOP-LCD 75EA 사급자재,DB9P-FEMALE-S 외,결제완료,1,,2922850,원,,,O,2024-11-15 00:00:00,2922850,1,물품납기시,,2024-12-02 00:00:00,2024-12-16 00:00:00,0.1,2922850,292285,3215135,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\파츠맨\GIC CSP24-0913-1호 NVRCTMMSR 3종생산\MOPLCD
69,구매,원자재,2024-11-12 00:00:00,파츠맨,제BEUP KNK24-1112-1호,지아이씨,GIC CSP24-0913-1호,홍콩MTR 333량,HK-PBX 추가 수리 자재,FX10A-100S/10-SV 외,결제완료,1,,788260,원,,,O,2024-11-20 00:00:00,788260,1,물품납기시,,2024-12-02 00:00:00,2024-12-16 00:00:00,0.1,788260,78826,867086,"금액 확인 요청 (발주금액 716,600원)",1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\파츠맨\GIC CSP24-0913-1호 NVRCTMMSR 3종생산\PBX추가자재(수리용)
70,구매,원자재,2024-11-12 00:00:00,파츠맨,제BEUP KNK24-1112-2호,지아이씨,GIC CSP24-0913-1호,홍콩MTR 333량,"HK-NVR, CTM 추가 자재",CL32A226KAJNNNE 외,결제완료,1,,480500,원,,,O,2024-11-20 00:00:00,480500,1,물품납기시,,2024-12-02 00:00:00,2024-12-16 00:00:00,0.1,480500,48050,528550,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\파츠맨\GIC CSP24-0913-1호 NVRCTMMSR 3종생산\NVRCTM추가자재
71,구매,원자재,2024-11-25 00:00:00,파츠맨,제BEUP KNK24-1125-1호,지아이씨,GIC CSP24-0923-1호,홍콩MTR 333량,2024년 11월 부자재류,SHP0735-330 외,결제완료,1,,1898190,원,,,O,2024-11-27 00:00:00,1898190,1,물품납기시,,2024-12-02 00:00:00,2024-12-16 00:00:00,0.1,1898190,189819,2088009,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\파츠맨\GIC CSP24-0923-1호 추가PCB공급건\11월자재비용
72,구매,원자재,2024-12-03 00:00:00,파츠맨,제BEUP KNK24-1203-1호,지아이씨,GIC CSP24-0913-1호,홍콩MTR 333량,HK-SSD PCB 조립 110EA 사급자재,SPX1117M3-L-3-3/TR 외,결제완료,110,,1575350,원,2024-12-13 00:00:00,,O,2024-12-24 00:00:00,1575350,1,물품납기시,,2024-12-16 00:00:00,2024-12-31 00:00:00,0.1,1575350,157535,1732885,,"1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\파츠맨\GIC CSP24-0913-1호 NVRCTMMSR 3종생산\SSD-서명완료지급필요_1,575,350"
73,프리랜서,인건비,2024-12-11 00:00:00,박진호,제BEUP KNK24-1211-1호,다원시스 ,DWE-2024-JUN-11-001,7호선 3차 TCMS 개조,CSC/운행기록장치 소프트웨어 개발,CSC/운행기록장치 소프트웨어 개발,결제완료,1,,3000000,원,2025-02-28 00:00:00,,,,3000000,1,"초도금 50% : ₩3,000,000(사업소득세 3.3% 공제)",,-,2024-12-20 00:00:00,-0.033,3000000,-99000,2901000,사업소득세 3.3% 공제,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\프리렌서계약_박진호\DWE-2024-JUN-11-001_7호선3차분TCMS개조
74,프리랜서,인건비,2024-12-11 00:00:00,박진호,제BEUP KNK24-1211-1호,다원시스 ,DWE-2024-JUN-11-001,7호선 3차 TCMS 개조,CSC/운행기록장치 소프트웨어 개발,CSC/운행기록장치 소프트웨어 개발,결제완료,1,,3000000,원,2025-02-28 00:00:00,,,,3000000,1,"잔금 50% : ₩3,000,000(사업소득세 3.3% 공제)",2025-08-18 00:00:00,,2025-08-18 00:00:00,-0.033,3000000,-99000,2901000,사업소득세 3.3% 공제,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\프리렌서계약_박진호\DWE-2024-JUN-11-001_7호선3차분TCMS개조
75,구매,임가공,2024-12-13 00:00:00,아이리코,제BEUP JDS24-1212-1호,지아이씨,GIC CSP24-0524-1호,홍콩MTR 333량,PCB코팅 및 케이블 작업,PCB코팅 및 케이블 작업,결제완료,1,,536000,원,2025-01-10 00:00:00,발주 후 4주내,O,2024-11-29 00:00:00,536000,1,제작완료시 지급,,2024-12-13 00:00:00,2024-12-20 00:00:00,0.1,536000,53600,589600,,1_BEUPSYS/5-1_업체구매요청서/1_부품구매요청서및계약서/아이리코/240524_GIC CSP24-0524-1호_MOP외2종생산
76,구매,원자재,2024-12-16 00:00:00,아이닉스,제BEUP JDS24-1216-1호,지아이씨,GIC CSP24-0524-1호,홍콩MTR 333량,RAYCHEM 0.5SQ Wire,100G0111-0.5-0,결제완료,400,,1080000,원,2025-01-27 00:00:00,발주 후 6주내,O,2024-12-13 00:00:00,1080000,1,납품 후 지급,,2024-12-31 00:00:00,2025-01-03 00:00:00,0.1,1080000,108000,1188000,,1_BEUPSYS/5-1_업체구매요청서/1_부품구매요청서및계약서/아이닉스/GIC CSP24-0524-1호_MOP외2종생산
77,구매,원자재,2024-12-19 00:00:00,이송이엠씨,제BEUP JDS24-1218-1호,지아이씨,GIC CSP24-0524-1호,홍콩MTR 333량,폼가스켓,SF050020R-C-NB-A (W5*T2*L1000mm),결제완료,100,,180000,원,2025-01-15 00:00:00,,O,2025-01-02 00:00:00,180000,1,납품 후 지급,,2025-01-02 00:00:00,2025-01-21 00:00:00,0.1,180000,18000,198000,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\㈜이송이엠씨\GIC CSP24-0524-1호_MOP외2종생산
78,구매,원자재,2024-12-18 00:00:00,화인테크폴리머,제BEUP JDS24-1218-2호,지아이씨,GIC CSP24-0524-1호,홍콩MTR 333량,EPDM SEALING FOAM,EPDM SEALING FOAM (1T*5*500),결제완료,300,,270000,원,2025-01-16 00:00:00,,O,2024-12-18 00:00:00,270000,1,납품 후 지급,,2024-12-31 00:00:00,2025-01-21 00:00:00,0.1,270000,27000,297000,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\㈜화인테크폴리머\GIC CSP24-0524-1호_MOP외2종생산
79,구매,원자재,2024-12-19 00:00:00,아이리코,제BEUP JDS24-1219-1호,지아이씨,GIC CSP24-0524-1호,홍콩MTR 333량,PCB 코팅 및 접지케이블,PCB 코팅 및 접지케이블,결제완료,210,,320000,원,2025-01-16 00:00:00,,O,2024-12-19 00:00:00,320000,1,제작완료시 지급,,2024-12-20 00:00:00,2024-12-31 00:00:00,0.1,320000,32000,352000,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\아이리코(I RICCO)\240524_GIC CSP24-0524-1호_MOP외2종생산\제BEUP JDS24-1219-1호
80,프리랜서,인건비,2024-12-20 00:00:00,김재현,제BEUPSYS KNK24-1220,지아이씨,GIC CSP24-0913-1호,홍콩MTR 333량,MOP 하드웨어 생산관련 테스트 및 업데이트,MOP 하드웨어 생산관련 테스트 및 업데이트,결제완료,1,5000000,5000000,원,2025-02-28 00:00:00,,,2025-02-28 00:00:00,5000000,1,2025-3-5 (사업소득세 3.3% 공제),2025-03-05 00:00:00,,2025-03-05 00:00:00,-0.033,5000000,-165000,4835000,사업소득세 3.3% 공제,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\프리렌서계약_김재현\제GIC CSP24-0913-1호_MSR NVR 외 11종\1차
81,구매,임가공,2024-12-24 00:00:00,메카전자,제BEUP KNK24-1218-1호,지아이씨,GIC CSP24-0913-1호,홍콩MTR 333량,HK-MOP-LCD PCB 조립 70EA 생산,MOPLCD_V1.1 PCB 외,결제완료,70,,3010000,원,2025-01-08 00:00:00,,O,2024-12-30 00:00:00,3010000,1,물품납기시,,2024-12-30 00:00:00,2024-12-31 00:00:00,0.1,3010000,301000,3311000,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\㈜메카전자\GIC CSP24-0913-1호 NVRCTMMSR 3종생산\MOPLCD
82,구매,임가공,2024-12-24 00:00:00,메카전자,제BEUP KNK24-1212-1호,지아이씨,GIC CSP24-0913-1호,홍콩MTR 333량,NVR 보드 생산 ,NVR 보드 생산 ,결제완료,70,,6209000,원,2025-01-08 00:00:00,,O,2025-01-16 00:00:00,6209000,1,물품납기시,2025-02-05 00:00:00,2025-01-24 00:00:00,2025-02-06 00:00:00,0.1,6209000,620900,6829900,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\㈜메카전자\GIC CSP24-0913-1호 NVRCTMMSR 3종생산\NVR생산
83,구매,임가공,2024-12-24 00:00:00,메카전자,제BEUP KNK24-1216-1호,지아이씨,GIC CSP24-0913-1호,홍콩MTR 333량,SSD 보드 생산,SSD 보드 생산,결제완료,110,,1300000,원,2025-01-08 00:00:00,,O,2024-12-20 00:00:00,1300000,1,물품납기시,,2024-12-20 00:00:00,2024-12-31 00:00:00,0.1,1300000,130000,1430000,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\㈜메카전자\GIC CSP24-0913-1호 NVRCTMMSR 3종생산\MSR-SSD_조립생산
84,구매,원자재,2024-12-26 00:00:00,파츠맨,제BEUP KNK24-1226-2호,지아이씨,GIC CSP24-0913-1호,홍콩MTR 333량,2024년 12월 부자재류,PCB FR-4 외,결제완료,1,,1304260,원,2025-01-05 00:00:00,,O,2024-12-24 00:00:00,1304260,1,물품납기시,,2024-12-26 00:00:00,2024-12-31 00:00:00,0.1,1304260,130426,1434686,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\파츠맨\GIC CSP24-0913-1호 NVRCTMMSR 3종생산\12월부자재-서명완료지급필요_1304260
85,구매,원자재,2024-12-26 00:00:00,파츠맨,제BEUP KNK24-1226-1호,지아이씨,GIC CSP24-0913-1호,홍콩MTR 333량,HK-CTM 추가 자재,0603B272K250CT 외,결제완료,1,,718600,원,2025-01-05 00:00:00,,O,2024-12-24 00:00:00,718600,1,물품납기시,,2024-12-26 00:00:00,2024-12-31 00:00:00,0.1,718600,71860,790460,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\파츠맨\GIC CSP24-0913-1호 NVRCTMMSR 3종생산\c
86,구매,원자재,2024-12-27 00:00:00,태신전자,제BEUP KNK24-1227-1호,지아이씨,GIC CSP24-0913-1호,홍콩MTR 333량,HK-MOP-SUB-A1 PCB,HK-MOP-SUB-A1 PCB,결제완료,80,,270000,원,2025-01-24 00:00:00,,O,2025-01-09 00:00:00,270000,1,납품 후 100% 지불,2025-02-05 00:00:00,2025-01-24 00:00:00,2025-02-06 00:00:00,0.1,270000,27000,297000,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\㈜태신전자\GIC CSP24-0913-1호 NVRCTMMSR 3종생산\3_MOPSUB추가생산
87,구매,임가공,2024-12-27 00:00:00,아이리코,제BEUP JDS24-1227-1호,지아이씨,GIC CSP24-0923-1호,홍콩MTR 333량,PCB코팅(MOP_MSR),PCB코팅(MOP_MSR),결제완료,680,,6898800,원,2024-12-31 00:00:00,,O,2024-12-31 00:00:00,6898800,1,제작완료시 지급,,2024-12-31 00:00:00,2025-01-03 00:00:00,0.1,6898800,689880,7588680,,1_BEUPSYS/5-1_업체구매요청서/1_부품구매요청서및계약서/아이리코(I RICCO)/240923_GIC CSP24-0923-1호_MSR PWR Board for MSR외 10종/제BEUP JDS24-1227-1호_홍콩보드코팅_아이리코
88,구매,원자재,2025-01-02 00:00:00,우석케미칼,제BEUP JDS25-0102-1호,지아이씨,GIC CSP24-0923-1호,홍콩MTR 333량,HUMISEAL PCB 코팅액,HUMISEAL 1A33 Coating 04L 외,결제완료,1,368000,368000,원,2025-01-02 00:00:00,,O,2025-01-02 00:00:00,368000,1,제작완료시 지급,,2025-01-02 00:00:00,2025-01-21 00:00:00,0.1,368000,36800,404800,,1_BEUPSYS/5-1_업체구매요청서/1_부품구매요청서및계약서/우석케미칼/240923_GIC CSP24-0923-1호_MSR PWR Board for MSR외 10종
89,외주,장비,2025-01-02 00:00:00,디에스테크놀러지,제BEUP JDS25-0102-2호,지아이씨,GIC CSP24-0923-1호,홍콩MTR 333량,Development Tool,PEEDI JTAG Emulator for MIPS32-4K,결제완료,1,3300000,3300000,원,2025-01-16 00:00:00,,O,2025-01-20 00:00:00,3300000,1,선금 100%,,2025-01-03 00:00:00,2025-01-03 00:00:00,0.1,3300000,330000,3630000,,1_BEUPSYS/5-1_업체구매요청서/1_부품구매요청서및계약서/디에스테크놀로지/240923_GIC CSP24-0923-1호_MSR PWR Board for MSR외 10종
90,구매,원자재,2025-01-09 00:00:00,파츠맨,제BEUP LDJ25-0109-1호,지아이씨,GIC CSP24-0524-2호,홍콩MTR 333량,HK MOP SUB PBA 사급자재 외,HK MOP SUB PBA 사급자재 외,결제완료,1,2356000,2356000,원,2025-01-23 00:00:00,발주 후 2주내,O,2025-01-20 00:00:00,2356000,1,물품납기시,2025-02-05 00:00:00,,2025-02-06 00:00:00,0.1,2356000,235600,2591600,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\파츠맨\GIC CSP24-0524-2호_PSR-Hub외9종생산\2025-1 구매 진행
91,구매,임가공,2025-01-09 00:00:00,아이리코,제BEUP LDJ25-0109-2호,지아이씨,GIC CSP24-0524-2호,홍콩MTR 333량,HK MOP SUB 보드 제작 외,HK MOP SUB 보드 제작 SMT 작업,결제완료,80,13100,1048000,원,2025-02-06 00:00:00,발주 후 4주내,O,2025-01-23 00:00:00,1048000,1,물품납기시,2025-02-05 00:00:00,2025-01-24 00:00:00,2025-02-06 00:00:00,0.1,1048000,104800,1152800,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\아이리코(I RICCO)\241016_GIC CSP24-0524-2호_PSR-Hub외9종생산\2025-1 구매 진행
92,구매,임가공,2025-01-13 00:00:00,메카전자,제BEUP LDJ25-0113-1호,지아이씨,GIC CSP24-0913-1호,홍콩MTR 333량,HK CTM 보드 제작,HK CTM 보드 PCB 외,결제완료,80,163600,13088000,원,2025-01-27 00:00:00,발주 후 2주내,O,2025-02-24 00:00:00,13088000,1,물품납기시,2025-03-05 00:00:00,2025-02-25 00:00:00,2025-03-06 00:00:00,0.1,13088000,1308800,14396800,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\㈜메카전자\GIC CSP24-0913-1호_CTM 생산
93,구매,원자재,2025-01-16 00:00:00,아이닉스,제BEUP JDS25-0116-1호,지아이씨,GIC CSP24-0524-1호,홍콩MTR 333량,HK MOP CTM 자재,RC16M23K 외,결제완료,1,582000,582000,원,2025-01-23 00:00:00,발주 후 4주내,O,2025-01-09 00:00:00,582000,1,물품납기시,2025-02-05 00:00:00,,2025-02-06 00:00:00,0.1,582000,58200,640200,,1_BEUPSYS/5-1_업체구매요청서/1_부품구매요청서및계약서/아이닉스/GIC CSP24-0524-1호_MOP외2종생산/제BEUP JDS25-0116-1호
94,구매,원자재,2025-01-16 00:00:00,이송이엠씨,제BEUP JDS25-0116-2호,지아이씨,GIC CSP24-0524-1호,홍콩MTR 333량,폼가스켓,SF050020R-C-NB-A (W5*T2*L1000mm),결제완료,100,1800,180000,원,2025-01-23 00:00:00,발주 후 4주내,O,2025-01-23 00:00:00,180000,1,물품납기시,2025-02-05 00:00:00,2025-01-23 00:00:00,2025-02-06 00:00:00,0.1,180000,18000,198000,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\㈜이송이엠씨\GIC CSP24-0524-1호_MOP외2종생산\제BEUP JDS25-0116-2호
95,구매,임가공,2025-01-23 00:00:00,아이리코,제BEUP LDJ25-0123-1호,지아이씨,GIC CSP24-0524-1호,홍콩MTR 333량,"MOP, CTM, MSR PCB 코팅 작업 외","MOP, CTM, MSR PCB 코팅 작업 외",결제완료,1,6319200,6319200,원,2025-02-20 00:00:00,발주 후 4주내,O,2025-01-23 00:00:00,6319200,1,물품납기시,2025-02-05 00:00:00,2025-01-24 00:00:00,2025-02-06 00:00:00,0.1,6319200,631920,6951120,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\아이리코(I RICCO)\240524_GIC CSP24-0524-1호_MOP외2종생산\제BEUP LDJ25-0123-1호
96,구매,원자재,2025-01-23 00:00:00,메카전자,제BEUP LDJ25-0123-2호,지아이씨,GIC CSP24-0913-1호,홍콩MTR 333량,NVR 수리 자재,TPS650061RUKT 외,결제완료,1,34280,34280,원,2025-02-20 00:00:00,발주 후 4주내,O,2025-02-05 00:00:00,34280,1,물품납기시,2025-03-05 00:00:00,2025-02-05 00:00:00,2025-03-06 00:00:00,0.1,34280,3428,37708,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\㈜메카전자\GIC CSP24-0913-1호 NVRCTMMSR 3종생산\NVR 수리자재
97,외주,시험,2025-01-23 00:00:00,티엠에스,제BEUP JDS25-0122-1호,지아이씨,GIC CSP24-0524-1호,홍콩MTR 333량,"홍콩 MOP, CTM, MSR 환경시험","홍콩 MOP, CTM, MSR 환경시험",결제완료,1,29900000,29900000,원,2025-03-06 00:00:00,발주 후 6주내,O,2025-03-24 00:00:00,29900000,1,시험완료 보고서 완료시,2025-04-04 00:00:00,2025-03-25 00:00:00,2025-04-07 00:00:00,0.1,29900000,2990000,32890000,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\티엠에스(전자파 인증관리)\240524_GIC CSP24-0524-1호_MOP외2종생산
98,구매,원자재,2025-01-24 00:00:00,파츠맨,제BEUP LDJ25-0124-1호,지아이씨,GIC CSP24-0913-1호,홍콩MTR 333량,MOP 수리자재 외,SN74LVC1G3157DCKR 외,결제완료,1,1039000,1039000,원,2025-02-21 00:00:00,발주 후 4주내,O,2025-01-20 00:00:00,1039000,1,물품납기시,2025-02-05 00:00:00,,2025-02-07 00:00:00,0.1,1039000,103900,1142900,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\파츠맨\GIC CSP24-0913-1호 NVRCTMMSR 3종생산\제BEUP LDJ25-0124-1호
99,구매,원자재,2025-01-24 00:00:00,파츠맨,제BEUP LDJ25-0124-2호,지아이씨,GIC CSP24-0913-1호,홍콩MTR 333량,2025년 1월 부자재류,WD-40 220mml 외,결제완료,1,1335200,1335200,원,2025-02-21 00:00:00,발주 후 4주내,O,2025-01-24 00:00:00,1335200,1,물품납기시,2025-02-05 00:00:00,,2025-02-06 00:00:00,0.1,1335200,133520,1468720,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\파츠맨\GIC CSP24-0913-1호 NVRCTMMSR 3종생산\제BEUP LDJ25-0124-2호
100,프리랜서,인건비,2025-02-03 00:00:00,김민석,BEUPSYS_KNK_25020301,지아이씨,GIC CSP24-0913-1호,홍콩MTR 333량,"MSR, MOP 테스트 및 검수","MSR, MOP 테스트 및 검수",결제완료,1,2000000,2000000,원,2025-02-28 00:00:00,,,2025-02-28 00:00:00,2000000,1,2025-3-5 (사업소득세 3.3% 공제),2025-03-05 00:00:00,,2025-03-05 00:00:00,-0.033,2000000,-66000,1934000,사업소득세 3.3% 공제,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\프리렌서계약_김민석\제GIC CSP24-0913-1호_MSR NVR 외 11종\1차_2502월
101,프리랜서,인건비,2025-02-03 00:00:00,이예준,BEUPSYS_KNK_25020302,지아이씨,GIC CSP24-0913-1호,홍콩MTR 333량,"MSR, MOP 테스트 및 검수","MSR, MOP 테스트 및 검수",결제완료,1,2000000,2000000,원,2025-02-28 00:00:00,,,2025-02-28 00:00:00,2000000,1,2025-3-5 (사업소득세 3.3% 공제),2025-03-05 00:00:00,,2025-03-05 00:00:00,-0.033,2000000,-66000,1934000,사업소득세 3.3% 공제,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\프리렌서계약_이예준\제GIC CSP24-0913-1호_MSR NVR 외 11종
102,구매,원자재,2025-02-06 00:00:00,이엔엠테크놀러지,제BEUP LDJ25-0206-1호,지아이씨,GIC CSP24-0923-1호,홍콩MTR 333량,congatec BOARD,TC170/i5-6300U 외 (5SET),결제완료,1,9760500,9760500,원,2025-05-01 00:00:00,발주 후 12주내,O,2025-03-13 00:00:00,9760500,1,발주 후 선금 100%,2025-03-05 00:00:00,2025-02-28 00:00:00,2025-03-06 00:00:00,0.1,9760500,976050,10736550,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\이엔엠테크놀러지\GIC CSP24-0923-1호\제BEUP LDJ25-0206-1호
103,구매,원자재,2025-02-10 00:00:00,이노웍스코리아,제BEUP LDJ25-0210-1호,지아이씨,GIC CSP24-0923-1호,홍콩MTR 333량,"DDR3L, DDR4 메모리 구매건",M3S0-4GSSCLPC 외,결제완료,1,710000,710000,원,2025-04-07 00:00:00,발주 후 8주내,O,2025-02-26 00:00:00,710000,1,납품 후 지급,2025-03-05 00:00:00,2025-02-26 00:00:00,2025-03-06 00:00:00,0.1,710000,71000,781000,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\이노웍스코리아\GIC CSP24-0923-1호\제BEUP LDJ25-0210-1호
104,구매,원자재,2025-02-11 00:00:00,아이닉스,제BEUP LDJ25-0211-1호,지아이씨,GIC CSP24-0524-1호,홍콩MTR 333량,M12 커넥터 외,0967 000 5476 외,결제완료,1,735000,735000,원,2025-03-11 00:00:00,발주 후 4주내,O,2025-02-12 00:00:00,735000,1,납품 후 지급,2025-03-05 00:00:00,2025-02-27 00:00:00,2025-03-06 00:00:00,0.1,735000,73500,808500,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\아이닉스\GIC CSP24-0524-1호_MOP외2종생산\제BEUP LDJ25-0211-1호
105,구매,임가공,2025-02-11 00:00:00,메카전자,제BEUP LDJ25-0211-2호,지아이씨,GIC CSP24-0913-1호,홍콩MTR 333량,HK CTM 보드 추가 수정 및 작업건,HK_CTM_A4_20250205 ARTWORK 외,결제완료,1,2910000,2910000,원,2025-04-08 00:00:00,발주 후 8주내,O,2025-02-24 00:00:00,2910000,1,납품 후 지급,2025-03-05 00:00:00,2025-02-25 00:00:00,2025-03-06 00:00:00,0.1,2910000,291000,3201000,,1_BEUPSYS\5-1_업체구매요청서\1_부품구매요청서및계약서\㈜메카전자\GIC CSP24-0913-1호_CTM 추가 수정 및 작업건
